row_numb,name,address/location,cusion,rate(ing)
505,restaurant #505,"NY, 2 street, 407",Chinese,1
506,restaurant #506,"NY, 218 street, 110",Chinese,2
507,restaurant #507,"NY, 85 street, 441",Traditional,2
508,restaurant #508,"NY, 24 street, 452",Traditional,2
509,restaurant #509,"NY, 38 street, 257",Traditional,1
510,restaurant #510,"NY, 160 street, 412",Traditional,4
511,restaurant #511,"NY, 223 street, 278",Traditional,1
512,restaurant #512,"NY, 79 street, 219",Traditional,2
513,restaurant #513,"NY, 145 street, 508",Chinese,1
514,restaurant #514,"NY, 214 street, 532",Chinese,1
515,restaurant #515,"NY, 59 street, 213",Traditional,3
516,restaurant #516,"NY, 188 street, 447",Traditional,4
517,restaurant #517,"NY, 24 street, 287",Italian,1
518,restaurant #518,"NY, 109 street, 484",Italian,2
519,restaurant #519,"NY, 230 street, 194",Traditional,5
520,restaurant #520,"NY, 74 street, 48",Italian,2
521,restaurant #521,"NY, 107 street, 75",Italian,1
522,restaurant #522,"NY, 259 street, 177",Chinese,3
523,restaurant #523,"NY, 4 street, 118",Chinese,2
524,restaurant #524,"NY, 86 street, 284",Chinese,5
525,restaurant #525,"NY, 108 street, 235",Italian,4
526,restaurant #526,"NY, 235 street, 128",Traditional,4
527,restaurant #527,"NY, 142 street, 239",Chinese,2
528,restaurant #528,"NY, 169 street, 358",Chinese,1
529,restaurant #529,"NY, 105 street, 294",Chinese,1
530,restaurant #530,"NY, 137 street, 199",Italian,2
531,restaurant #531,"NY, 213 street, 399",Italian,2
532,restaurant #532,"NY, 259 street, 527",Traditional,2
533,restaurant #533,"NY, 246 street, 275",Chinese,4
534,restaurant #534,"NY, 24 street, 87",Italian,3
535,restaurant #535,"NY, 62 street, 63",Traditional,1
536,restaurant #536,"NY, 265 street, 324",Italian,1
537,restaurant #537,"NY, 99 street, 90",Italian,1
538,restaurant #538,"NY, 204 street, 9",Italian,5
539,restaurant #539,"NY, 226 street, 17",Traditional,5
540,restaurant #540,"NY, 28 street, 28",Italian,5
541,restaurant #541,"NY, 89 street, 380",Italian,2
542,restaurant #542,"NY, 105 street, 230",Italian,5
543,restaurant #543,"NY, 15 street, 231",Traditional,2
544,restaurant #544,"NY, 9 street, 476",Chinese,4
545,restaurant #545,"NY, 236 street, 527",Traditional,5
546,restaurant #546,"NY, 27 street, 569",Chinese,4
547,restaurant #547,"NY, 121 street, 439",Traditional,1
548,restaurant #548,"NY, 247 street, 50",Chinese,4
549,restaurant #549,"NY, 119 street, 515",Traditional,1
550,restaurant #550,"NY, 104 street, 13",Chinese,4
551,restaurant #551,"NY, 195 street, 36",Chinese,5
552,restaurant #552,"NY, 94 street, 431",Traditional,4
553,restaurant #553,"NY, 11 street, 267",Italian,2
554,restaurant #554,"NY, 97 street, 299",Traditional,1
555,restaurant #555,"NY, 23 street, 554",Italian,5
556,restaurant #556,"NY, 209 street, 466",Chinese,5
557,restaurant #557,"NY, 221 street, 436",Italian,2
558,restaurant #558,"NY, 178 street, 86",Chinese,5
559,restaurant #559,"NY, 29 street, 398",Traditional,4
560,restaurant #560,"NY, 228 street, 228",Italian,5
561,restaurant #561,"NY, 66 street, 381",Italian,5
562,restaurant #562,"NY, 232 street, 65",Chinese,5
563,restaurant #563,"NY, 111 street, 429",Chinese,3
564,restaurant #564,"NY, 233 street, 318",Chinese,1
565,restaurant #565,"NY, 145 street, 596",Italian,2
566,restaurant #566,"NY, 126 street, 549",Italian,3
567,restaurant #567,"NY, 256 street, 147",Traditional,4
568,restaurant #568,"NY, 130 street, 194",Italian,5
569,restaurant #569,"NY, 271 street, 230",Italian,4
570,restaurant #570,"NY, 244 street, 174",Italian,4
571,restaurant #571,"NY, 192 street, 391",Traditional,2
572,restaurant #572,"NY, 23 street, 61",Italian,5
573,restaurant #573,"NY, 110 street, 266",Traditional,5
574,restaurant #574,"NY, 5 street, 358",Italian,3
575,restaurant #575,"NY, 24 street, 386",Traditional,1
576,restaurant #576,"NY, 179 street, 230",Traditional,4
577,restaurant #577,"NY, 173 street, 294",Traditional,3
578,restaurant #578,"NY, 4 street, 458",Chinese,5
579,restaurant #579,"NY, 54 street, 554",Chinese,1
580,restaurant #580,"NY, 10 street, 363",Traditional,4
581,restaurant #581,"NY, 48 street, 353",Italian,3
582,restaurant #582,"NY, 231 street, 563",Italian,4
583,restaurant #583,"NY, 259 street, 442",Chinese,2
584,restaurant #584,"NY, 215 street, 15",Chinese,2
585,restaurant #585,"NY, 52 street, 265",Italian,1
586,restaurant #586,"NY, 142 street, 158",Italian,3
587,restaurant #587,"NY, 188 street, 463",Traditional,5
588,restaurant #588,"NY, 82 street, 190",Traditional,1
589,restaurant #589,"NY, 73 street, 443",Italian,4
590,restaurant #590,"NY, 200 street, 309",Traditional,4
591,restaurant #591,"NY, 159 street, 99",Italian,4
592,restaurant #592,"NY, 149 street, 432",Traditional,2
593,restaurant #593,"NY, 24 street, 499",Traditional,4
594,restaurant #594,"NY, 254 street, 303",Italian,1
595,restaurant #595,"NY, 50 street, 387",Traditional,1
596,restaurant #596,"NY, 218 street, 451",Chinese,2
597,restaurant #597,"NY, 142 street, 534",Chinese,1
598,restaurant #598,"NY, 178 street, 275",Traditional,4
599,restaurant #599,"NY, 225 street, 14",Italian,1
600,restaurant #600,"NY, 86 street, 518",Traditional,2
601,restaurant #601,"NY, 15 street, 524",Chinese,5
602,restaurant #602,"NY, 179 street, 484",Chinese,4
603,restaurant #603,"NY, 206 street, 342",Chinese,5
604,restaurant #604,"NY, 136 street, 323",Chinese,3
605,restaurant #605,"NY, 111 street, 594",Italian,3
606,restaurant #606,"NY, 100 street, 53",Traditional,2
607,restaurant #607,"NY, 39 street, 15",Italian,5
608,restaurant #608,"NY, 98 street, 432",Italian,5
609,restaurant #609,"NY, 217 street, 304",Traditional,5
610,restaurant #610,"NY, 140 street, 528",Traditional,3
611,restaurant #611,"NY, 113 street, 136",Chinese,3
612,restaurant #612,"NY, 27 street, 340",Traditional,1
613,restaurant #613,"NY, 76 street, 16",Traditional,4
614,restaurant #614,"NY, 8 street, 589",Italian,1
615,restaurant #615,"NY, 152 street, 387",Traditional,4
616,restaurant #616,"NY, 43 street, 545",Traditional,4
617,restaurant #617,"NY, 256 street, 375",Traditional,4
618,restaurant #618,"NY, 159 street, 161",Traditional,3
619,restaurant #619,"NY, 76 street, 168",Traditional,3
620,restaurant #620,"NY, 42 street, 557",Italian,2
621,restaurant #621,"NY, 32 street, 288",Italian,1
622,restaurant #622,"NY, 97 street, 552",Italian,2
623,restaurant #623,"NY, 63 street, 439",Chinese,2
624,restaurant #624,"NY, 113 street, 550",Italian,1
625,restaurant #625,"NY, 188 street, 518",Italian,2
626,restaurant #626,"NY, 232 street, 574",Traditional,1
627,restaurant #627,"NY, 178 street, 240",Chinese,4
628,restaurant #628,"NY, 37 street, 85",Italian,1
629,restaurant #629,"NY, 73 street, 370",Chinese,4
630,restaurant #630,"NY, 247 street, 165",Traditional,4
631,restaurant #631,"NY, 43 street, 54",Chinese,1
632,restaurant #632,"NY, 83 street, 98",Chinese,2
633,restaurant #633,"NY, 210 street, 311",Chinese,5
634,restaurant #634,"NY, 56 street, 382",Italian,1
635,restaurant #635,"NY, 133 street, 317",Traditional,4
636,restaurant #636,"NY, 257 street, 96",Italian,3
637,restaurant #637,"NY, 190 street, 79",Chinese,2
638,restaurant #638,"NY, 241 street, 169",Chinese,3
639,restaurant #639,"NY, 135 street, 322",Traditional,3
640,restaurant #640,"NY, 98 street, 45",Chinese,3
641,restaurant #641,"NY, 39 street, 29",Chinese,1
642,restaurant #642,"NY, 48 street, 79",Traditional,5
643,restaurant #643,"NY, 189 street, 516",Traditional,3
644,restaurant #644,"NY, 93 street, 397",Traditional,5
645,restaurant #645,"NY, 72 street, 381",Traditional,4
646,restaurant #646,"NY, 2 street, 445",Chinese,1
647,restaurant #647,"NY, 9 street, 559",Chinese,3
648,restaurant #648,"NY, 163 street, 434",Chinese,3
649,restaurant #649,"NY, 247 street, 402",Traditional,2
650,restaurant #650,"NY, 26 street, 290",Italian,5
651,restaurant #651,"NY, 238 street, 25",Italian,3
652,restaurant #652,"NY, 230 street, 84",Italian,5
653,restaurant #653,"NY, 119 street, 297",Chinese,5
654,restaurant #654,"NY, 266 street, 369",Chinese,3
655,restaurant #655,"NY, 71 street, 411",Chinese,5
656,restaurant #656,"NY, 84 street, 285",Traditional,3
657,restaurant #657,"NY, 12 street, 338",Italian,1
658,restaurant #658,"NY, 265 street, 119",Traditional,2
659,restaurant #659,"NY, 245 street, 60",Traditional,3
660,restaurant #660,"NY, 153 street, 151",Chinese,1
661,restaurant #661,"NY, 26 street, 310",Chinese,5
662,restaurant #662,"NY, 2 street, 28",Chinese,2
663,restaurant #663,"NY, 163 street, 134",Italian,2
664,restaurant #664,"NY, 6 street, 112",Traditional,1
665,restaurant #665,"NY, 87 street, 97",Traditional,4
666,restaurant #666,"NY, 212 street, 92",Chinese,3
667,restaurant #667,"NY, 243 street, 357",Italian,2
668,restaurant #668,"NY, 119 street, 588",Italian,2
669,restaurant #669,"NY, 212 street, 588",Italian,2
670,restaurant #670,"NY, 234 street, 169",Chinese,2
671,restaurant #671,"NY, 68 street, 567",Chinese,2
672,restaurant #672,"NY, 60 street, 265",Traditional,1
673,restaurant #673,"NY, 12 street, 31",Traditional,4
674,restaurant #674,"NY, 123 street, 397",Traditional,4
675,restaurant #675,"NY, 13 street, 291",Italian,5
676,restaurant #676,"NY, 135 street, 37",Italian,1
677,restaurant #677,"NY, 262 street, 311",Italian,3
678,restaurant #678,"NY, 16 street, 599",Chinese,3
679,restaurant #679,"NY, 41 street, 82",Traditional,1
680,restaurant #680,"NY, 50 street, 183",Italian,2
681,restaurant #681,"NY, 267 street, 577",Chinese,2
682,restaurant #682,"NY, 81 street, 121",Italian,5
683,restaurant #683,"NY, 239 street, 135",Traditional,5
684,restaurant #684,"NY, 128 street, 128",Chinese,2
685,restaurant #685,"NY, 226 street, 207",Chinese,1
686,restaurant #686,"NY, 149 street, 337",Traditional,2
687,restaurant #687,"NY, 163 street, 221",Traditional,2
688,restaurant #688,"NY, 149 street, 79",Chinese,1
689,restaurant #689,"NY, 28 street, 213",Italian,3
690,restaurant #690,"NY, 46 street, 179",Traditional,5
691,restaurant #691,"NY, 89 street, 350",Italian,1
692,restaurant #692,"NY, 112 street, 375",Traditional,5
693,restaurant #693,"NY, 14 street, 199",Traditional,4
694,restaurant #694,"NY, 139 street, 399",Traditional,1
695,restaurant #695,"NY, 266 street, 513",Chinese,5
696,restaurant #696,"NY, 24 street, 536",Chinese,2
697,restaurant #697,"NY, 143 street, 65",Chinese,2
698,restaurant #698,"NY, 262 street, 46",Chinese,5
699,restaurant #699,"NY, 63 street, 407",Traditional,2
700,restaurant #700,"NY, 191 street, 158",Chinese,3
701,restaurant #701,"NY, 14 street, 258",Traditional,2
702,restaurant #702,"NY, 193 street, 545",Italian,3
703,restaurant #703,"NY, 29 street, 183",Italian,4
704,restaurant #704,"NY, 31 street, 335",Chinese,5
705,restaurant #705,"NY, 69 street, 484",Italian,4
706,restaurant #706,"NY, 261 street, 579",Chinese,5
707,restaurant #707,"NY, 190 street, 446",Chinese,4
708,restaurant #708,"NY, 18 street, 263",Italian,5
709,restaurant #709,"NY, 87 street, 565",Traditional,3
710,restaurant #710,"NY, 241 street, 456",Traditional,5
711,restaurant #711,"NY, 201 street, 430",Traditional,1
712,restaurant #712,"NY, 40 street, 594",Italian,4
713,restaurant #713,"NY, 37 street, 71",Traditional,5
714,restaurant #714,"NY, 118 street, 40",Traditional,4
715,restaurant #715,"NY, 230 street, 68",Traditional,4
716,restaurant #716,"NY, 258 street, 101",Chinese,1
717,restaurant #717,"NY, 54 street, 86",Chinese,2
718,restaurant #718,"NY, 208 street, 269",Chinese,2
719,restaurant #719,"NY, 188 street, 406",Traditional,2
720,restaurant #720,"NY, 62 street, 532",Traditional,1
721,restaurant #721,"NY, 167 street, 467",Traditional,3
722,restaurant #722,"NY, 31 street, 407",Traditional,1
723,restaurant #723,"NY, 115 street, 557",Italian,2
724,restaurant #724,"NY, 250 street, 493",Chinese,5
725,restaurant #725,"NY, 177 street, 444",Traditional,3
726,restaurant #726,"NY, 26 street, 155",Chinese,4
727,restaurant #727,"NY, 20 street, 362",Italian,1
728,restaurant #728,"NY, 118 street, 156",Italian,5
729,restaurant #729,"NY, 189 street, 401",Italian,5
730,restaurant #730,"NY, 262 street, 291",Chinese,5
731,restaurant #731,"NY, 217 street, 39",Traditional,3
732,restaurant #732,"NY, 119 street, 329",Traditional,1
733,restaurant #733,"NY, 160 street, 417",Traditional,1
734,restaurant #734,"NY, 69 street, 439",Italian,3
735,restaurant #735,"NY, 47 street, 292",Chinese,5
736,restaurant #736,"NY, 27 street, 569",Traditional,2
737,restaurant #737,"NY, 187 street, 291",Italian,2
738,restaurant #738,"NY, 206 street, 545",Chinese,4
739,restaurant #739,"NY, 235 street, 473",Traditional,3
740,restaurant #740,"NY, 162 street, 599",Chinese,2
741,restaurant #741,"NY, 40 street, 528",Traditional,4
742,restaurant #742,"NY, 253 street, 171",Italian,4
743,restaurant #743,"NY, 127 street, 350",Italian,1
744,restaurant #744,"NY, 54 street, 394",Traditional,5
745,restaurant #745,"NY, 53 street, 312",Italian,5
746,restaurant #746,"NY, 268 street, 66",Italian,3
747,restaurant #747,"NY, 73 street, 380",Italian,1
748,restaurant #748,"NY, 91 street, 493",Chinese,2
749,restaurant #749,"NY, 138 street, 52",Chinese,3
750,restaurant #750,"NY, 108 street, 440",Chinese,1
751,restaurant #751,"NY, 67 street, 355",Italian,5
752,restaurant #752,"NY, 123 street, 24",Italian,5
753,restaurant #753,"NY, 234 street, 15",Chinese,2
754,restaurant #754,"NY, 153 street, 95",Chinese,4
755,restaurant #755,"NY, 154 street, 597",Traditional,4
756,restaurant #756,"NY, 146 street, 271",Chinese,2
757,restaurant #757,"NY, 193 street, 533",Italian,4
758,restaurant #758,"NY, 214 street, 137",Italian,3
759,restaurant #759,"NY, 104 street, 481",Traditional,1
760,restaurant #760,"NY, 166 street, 193",Chinese,5
761,restaurant #761,"NY, 102 street, 410",Traditional,4
762,restaurant #762,"NY, 238 street, 520",Traditional,1
763,restaurant #763,"NY, 197 street, 571",Italian,3
764,restaurant #764,"NY, 165 street, 409",Chinese,5
765,restaurant #765,"NY, 259 street, 503",Chinese,2
766,restaurant #766,"NY, 271 street, 61",Chinese,5
767,restaurant #767,"NY, 196 street, 428",Italian,2
768,restaurant #768,"NY, 113 street, 566",Italian,1
769,restaurant #769,"NY, 56 street, 407",Chinese,1
770,restaurant #770,"NY, 170 street, 461",Chinese,3
771,restaurant #771,"NY, 144 street, 488",Traditional,3
772,restaurant #772,"NY, 267 street, 309",Traditional,2
773,restaurant #773,"NY, 249 street, 318",Chinese,5
774,restaurant #774,"NY, 173 street, 73",Traditional,2
775,restaurant #775,"NY, 167 street, 376",Italian,2
776,restaurant #776,"NY, 214 street, 451",Traditional,1
777,restaurant #777,"NY, 169 street, 510",Chinese,5
778,restaurant #778,"NY, 270 street, 465",Chinese,3
779,restaurant #779,"NY, 95 street, 530",Italian,1
780,restaurant #780,"NY, 21 street, 486",Traditional,2
781,restaurant #781,"NY, 160 street, 591",Chinese,5
782,restaurant #782,"NY, 141 street, 398",Traditional,5
783,restaurant #783,"NY, 12 street, 425",Chinese,1
784,restaurant #784,"NY, 179 street, 130",Traditional,1
785,restaurant #785,"NY, 127 street, 277",Italian,2
786,restaurant #786,"NY, 175 street, 589",Italian,1
787,restaurant #787,"NY, 216 street, 567",Traditional,1
788,restaurant #788,"NY, 45 street, 127",Chinese,4
789,restaurant #789,"NY, 21 street, 548",Traditional,4
790,restaurant #790,"NY, 72 street, 165",Chinese,1
791,restaurant #791,"NY, 249 street, 20",Chinese,5
792,restaurant #792,"NY, 12 street, 118",Chinese,4
793,restaurant #793,"NY, 37 street, 34",Chinese,4
794,restaurant #794,"NY, 269 street, 80",Italian,3
795,restaurant #795,"NY, 200 street, 586",Italian,5
796,restaurant #796,"NY, 198 street, 511",Italian,3
797,restaurant #797,"NY, 258 street, 181",Chinese,3
798,restaurant #798,"NY, 117 street, 104",Chinese,3
799,restaurant #799,"NY, 268 street, 53",Traditional,5
800,restaurant #800,"NY, 207 street, 433",Traditional,2
801,restaurant #801,"NY, 102 street, 550",Chinese,4
802,restaurant #802,"NY, 93 street, 155",Chinese,3
803,restaurant #803,"NY, 62 street, 352",Chinese,1
804,restaurant #804,"NY, 199 street, 214",Italian,3
805,restaurant #805,"NY, 154 street, 513",Italian,5
806,restaurant #806,"NY, 200 street, 82",Traditional,3
807,restaurant #807,"NY, 236 street, 153",Italian,2
808,restaurant #808,"NY, 106 street, 194",Traditional,1
809,restaurant #809,"NY, 82 street, 370",Italian,2
810,restaurant #810,"NY, 87 street, 573",Chinese,4
811,restaurant #811,"NY, 216 street, 402",Traditional,4
812,restaurant #812,"NY, 86 street, 377",Chinese,4
813,restaurant #813,"NY, 248 street, 477",Italian,3
814,restaurant #814,"NY, 225 street, 188",Italian,5
815,restaurant #815,"NY, 192 street, 464",Chinese,4
816,restaurant #816,"NY, 236 street, 242",Traditional,1
817,restaurant #817,"NY, 42 street, 102",Chinese,1
818,restaurant #818,"NY, 33 street, 504",Chinese,4
819,restaurant #819,"NY, 160 street, 468",Chinese,2
820,restaurant #820,"NY, 128 street, 542",Chinese,4
821,restaurant #821,"NY, 120 street, 292",Chinese,3
822,restaurant #822,"NY, 37 street, 262",Chinese,2
823,restaurant #823,"NY, 267 street, 398",Italian,5
824,restaurant #824,"NY, 88 street, 73",Traditional,2
825,restaurant #825,"NY, 98 street, 172",Traditional,4
826,restaurant #826,"NY, 17 street, 397",Traditional,4
827,restaurant #827,"NY, 259 street, 447",Chinese,3
828,restaurant #828,"NY, 38 street, 369",Traditional,5
829,restaurant #829,"NY, 111 street, 261",Italian,1
830,restaurant #830,"NY, 75 street, 569",Italian,2
831,restaurant #831,"NY, 253 street, 76",Traditional,5
832,restaurant #832,"NY, 153 street, 199",Italian,4
833,restaurant #833,"NY, 78 street, 129",Chinese,1
834,restaurant #834,"NY, 266 street, 338",Italian,2
835,restaurant #835,"NY, 226 street, 587",Chinese,5
836,restaurant #836,"NY, 65 street, 315",Italian,4
837,restaurant #837,"NY, 66 street, 68",Chinese,1
838,restaurant #838,"NY, 145 street, 327",Traditional,1
839,restaurant #839,"NY, 25 street, 553",Traditional,5
840,restaurant #840,"NY, 215 street, 33",Chinese,1
841,restaurant #841,"NY, 82 street, 414",Italian,3
842,restaurant #842,"NY, 251 street, 11",Chinese,5
843,restaurant #843,"NY, 158 street, 20",Italian,5
844,restaurant #844,"NY, 43 street, 392",Italian,2
845,restaurant #845,"NY, 102 street, 87",Chinese,4
846,restaurant #846,"NY, 247 street, 371",Italian,1
847,restaurant #847,"NY, 133 street, 124",Traditional,1
848,restaurant #848,"NY, 269 street, 585",Italian,4
849,restaurant #849,"NY, 150 street, 285",Traditional,4
850,restaurant #850,"NY, 185 street, 552",Traditional,4
851,restaurant #851,"NY, 178 street, 526",Italian,5
852,restaurant #852,"NY, 44 street, 286",Traditional,2
853,restaurant #853,"NY, 30 street, 200",Traditional,3
854,restaurant #854,"NY, 60 street, 68",Italian,1
855,restaurant #855,"NY, 258 street, 220",Traditional,2
856,restaurant #856,"NY, 134 street, 287",Italian,2
